col_name
OV. COST
OP. COST
MRG. PRICE
CO2 EMIS.
DTG by plant
BALANCE
ROW BAL.
PSP
MISC. NDG
LOAD
H. ROR
WIND
SOLAR
H. STOR
H. PUMP
H. LEV
H. INFL
H. OVFL
H. VAL
H. COST
UNSP. ENRG
SPIL. ENRG
LOLD
LOLP
AVL DTG
DTG MRG
MAX MRG
NP COST
NP Cost by plant
NODU
NODU by plant
FLOW LIN.
UCAP LIN.
LOOP FLOW
FLOW QUAD.
CONG. FEE (ALG.)
CONG. FEE (ABS.)
MARG. COST
CONG. PROB +
CONG. PROB -
HURDLE COST
RES generation by plant
DENS
Profit by plant
BC. MARG. COST
LMR VIOL.
SPIL. ENRG. CSR
DTG MRG CSR
NH3 EMIS.
SO2 EMIS.
NOX EMIS.
PM2_5 EMIS.
PM5 EMIS.
PM10 EMIS.
NMVOC EMIS.
OP1 EMIS.
OP2 EMIS.
OP3 EMIS.
OP4 EMIS.
OP5 EMIS.
PriceCSR 
UNSP. ENRG CSR
LOLD_CSR
LOLP_CSR
MAX MRG CSR
OV. COST CSR
STS Cashflow By Cluster
MIN DTG by plant
STS BY GROUP
UNSP ENRG CSR
DISPATCH. GEN.
RENEWABLE GEN.
